VI       2935.900
FeII     2935.900
TiII     2936.200
FeI      2936.200
MgII     2936.500
FeI      2936.800
TiI      2937.200
VI       2937.650
VI       2937.650
FeI      2937.650
MgI      2938.410
TiII     2938.410
FeI      2939.230
MnII     2939.230
FeII     2939.600
MnI      2940.130
MnI      2940.500
MnI      2940.500
FeI      2940.500
FeI      2941.290
VII      2941.290
VII      2941.290
TiI      2942.310
MgI      2942.310
VI       2942.310
VI       2942.310
VI       2943.100
FeI      2943.590
GaI      2943.590
NiI      2943.870
FeII     2944.540
VII      2944.540
FeI      2944.980
FeII     2945.370
TiII     2945.420
FeI      2945.650
FeII     2945.790
FeI      2946.080
CrII     2946.800
WI       2947.040
FeI      2947.040
FeII     2947.700
FeI      2947.700
VII      2947.700
TiI      2948.220
FeI      2948.440
FeI      2948.660
FeI      2948.950
ZrII     2948.950
FeII     2949.180
MnII     2949.180
VI       2949.620
FeI      2950.220
VII      2950.220
NbII     2950.870
FeII     2951.090
CrII     2951.370
FeI      2951.530
VII      2952.030
TiII     2952.030
CrII     2952.030
ZrII     2952.240
MnI      2952.860
CrII     2953.360
FeI      2953.480
FeII     2953.840
FeI      2953.840
VI       2954.310
FeI      2954.580
TiII     2954.890
CrII     2955.110
CoI      2955.330
VII      2955.610
ZrII     2955.790
VI       2955.790
TiI      2956.080
CrI      2956.340
CrII     2956.640
FeI      2956.640
TiI      2956.820
FeI      2956.820
MnI      2956.950
VI       2957.170
FeI      2957.380
VII      2957.520
CoI      2957.640
FeI      2958.070
NiI      2958.260
TiII     2958.260
FeI      2958.450
VII      2958.730
TiII     2958.980
FeI      2959.320
FeII     2959.620
FeI      2959.620
FeII     2959.950
CrII     2959.950
FeI      2959.950
FeI      2960.280
FeI      2960.520
FeI      2960.650
VI       2961.090
CuI      2961.090
FeII     2961.270
TiI      2961.400
CrII     2961.710
CrII     2961.710
FeI      2961.710
FeI      2962.120
FeI      2962.590
ZrII     2962.670
VI       2962.770
FeII     2962.930
VII      2963.270
FeI      2963.520
CrII     2963.520
FeI      2963.680
VI       2963.800
FeII     2964.130
WI       2964.520
ZrII     2964.520
FeII     2964.604
CI       2964.840
FeII     2965.020
FeI      2965.260
TiI      2965.260
FeII     2965.410
FeI      2965.810
TiI      2965.810
TiI      2965.810
CrII     2966.080
FeI      2966.260
FeI      2966.930
CI       2967.230
TiI      2967.230
CrI      2967.662
FeII     2968.090
TiI      2968.200
VII      2968.389
FeI      2968.516
FeII     2968.740
CrII     2968.740
ZrII     2968.970
NiI      2969.190
FeI      2969.350
FeI      2969.460
CrII     2969.670
FeII     2969.960
FeI      2970.120
FeI      2970.120
SiI      2970.360
FeII     2970.519
FeII     2970.680
CrI      2971.118
FeII     2971.622
FeI      2971.770
CrII     2971.936
FeI      2972.030
FeII     2972.030
VII      2972.274
FeI      2972.274
CrII     2972.650
FeI      2973.201
FeI      2973.201
NiI      2973.745
VII      2973.930
MnI      2974.223
FeI      2974.791
TiI      2974.920
FeI      2975.278
CrI      2975.480
VII      2975.665
FeI      2975.823
FeII     2975.924
FeI      2976.156
VII      2976.156
MnII     2976.370
VII      2976.540
FeI      2976.540
CrII     2976.724
FeI      2976.913
VI       2977.533
RhI      2977.685
MnII     2977.840
FeI      2977.840
FeI      2978.055
ZrII     2978.055
VII      2978.204
MnI      2978.557
FeII     2978.848
FeII     2979.120
FeII     2979.120
VII      2979.120
ZrII     2979.120
FeII     2979.370
CrII     2979.742
FeI      2979.880
FeI      2980.558
CrI      2980.795
FeII     2980.979
ZrII     2980.979
VII      2981.200
FeI      2981.458
NiI      2981.658
FeI      2981.866
FeII     2982.067
FeI      2982.243
FeII     2982.243
VII      2982.768
VII      2982.980
VII      2982.980
TiI      2983.200
FeI      2983.576
VII      2983.576
NiI      2984.144
CrII     2984.710
FeII     2984.840
FeI      2984.840
VII      2985.190
CrII     2985.324
ZrI      2985.324
TiI      2985.490
FeII     2985.560
FeI      2985.730
CrI      2985.872
CrI      2986.004
CrI      2986.145
FeI      2986.298
CrI      2986.478
FeI      2986.478
FeII     2986.641
FeI      2986.641
CoI      2987.200
FeI      2987.291
SiI      2987.662
VII      2988.033
CrII     2988.033
NiII     2988.033
FeI      2988.481
CrI      2988.644
ZrII     2988.774
FeI      2988.926
ScI      2988.926
ScII     2988.926
CrII     2989.140
VII      2989.320
VII      2989.630
CoI      2989.630
VII      2989.780
TiI      2990.035
FeI      2990.390
NiI      2991.096
NiI      2991.096
FeII     2991.242
ZrII     2991.411
FeI      2991.635
CrI      2991.882
NiI      2992.098
CrII     2992.407
NiI      2992.600
FeII     2993.398
CrI      2994.074
FeI      2994.436
FeI      2994.436
NiI      2994.436
CrII     2994.758
CaI      2994.951
CrI      2995.113
CoI      2995.113
FeI      2995.260
FeI      2995.839
VII      2996.008
FeI      2996.396
CrI      2996.588
VII      2996.730
VI       2997.000
CaI      2997.320
FeII     2997.320
CuI      2997.320
FeII     2997.720
VI       2997.862
PtI      2997.978
CrI      2998.795
FeII     2998.795
GdII     2999.040
FeI      2999.205
CrII     2999.366
FeI      2999.521
CaI      2999.670
CrII     2999.943
FeII     3000.065
FeI      3000.462
CoI      3000.576
FeII     3000.750
TiI      3000.750
FeI      3000.946
CaI      3000.946
CrI      3000.946
VII      3001.230
FeII     3001.432
FeI      3001.658
VI       3001.932
FeII     3002.341
NiI      3002.486
FeII     3002.660
FeI      3003.045
VII      3003.463
NiI      3003.649
CrII     3003.895
FeI      3004.120
FeII     3004.271
FeI      3004.480
FeI      3004.630
CrI      3005.052
FeI      3005.308
ZrI      3005.494
CoI      3005.755
FeI      3005.968
VI       3006.179
FeI      3006.318
SiI      3006.740
CaI      3006.868
VI       3006.868
FeI      3007.152
FeI      3007.291
VII      3007.291
TiI      3007.497
MnI      3007.650
FeI      3007.770
FeI      3008.152
MnI      3008.293
TiII     3008.293
VII      3008.648
CeII     3008.801
FeI      3009.102
SnI      3009.102
CaI      3009.214
FeI      3009.582
FeI      3010.029
FeII     3010.180
FeI      3010.180
FeI      3010.628
CuI      3010.847
MnI      3011.167
MnI      3011.369
CrII     3011.369
FeI      3011.478
ZrI      3011.736
FeI      3011.880
NiI      3012.012
VII      3012.012
CrII     3012.346
FeI      3012.450
FeII     3012.600
FeI      3012.937
CrI      3013.048
VII      3013.101
ZrII     3013.331
CoI      3013.595
CrI      3013.730
FeII     3013.831
FeI      3013.970
FeI      3014.105
FeI      3014.164
VI       3014.320
ZrI      3014.457
MnI      3014.648
CrI      3014.781
