 NeII      3367.20   10 1    19           A 52      6.
 NiI       3367.29   28 0 P  96
 FeIII     3367.3    26 2 F  6
 N III     3367.36    7 2    5            A124      7.
 CrII      3367.42   24 1    79           A184     12.
 CoVI      3367.5    27 5 F  2
 CrI       3367.53   24 0    54           C245     15. w
 FeIII     3367.54   26 2    17           A103      3.
 GdII      3367.661  64 1    91           A225    150.
 V II      3367.666  23 1    170          A266      3.
 CaIII     3367.81   20 2    4            A 11      5. l
 ZrII      3367.81   40 1    11           A196      5.
 NiI       3367.892  28 0    20           B245      8.
 CrII      3368.054  24 1    4            B245    150.
 S II      3368.09   16 1                 A157      1.
 FeI       3368.25   26 0 P  678                       sol
 FeII      3368.447  26 1    134          A 76         tr
 IrI       3368.472  77 0    5            A  6     60.
 SmII      3368.568  62 1    30           A221    200.
 FeII      3368.626  26 1    177          A 76      0.
 ZrI       3368.63   40 0    17           A197      5.
 CoI       3368.67   27 0    101          G 62      1. :
 CrII      3368.73   24 1    91           A184     10.
 FeV       3368.9    26 4 F  4
 ScII      3368.946  21 1    4            A245     15.
 FeI       3368.983  26 0    376          V 55      1. :
 CrII      3369.05   24 1    68           A184     18.
 TiI       3369.054  22 0    25           E245      1.
 EuII      3369.055  63 1    20           A223    200.
 FeI       3369.14   26 0 P  191                       sol
 TiII      3369.212  22 1    64           C245      2.
 ZrII      3369.27   40 1    85           A196      3.
 RuII      3369.295  44 1    2            A272     25.
 FeII      3369.349  26 1    76           A 76      3.
 O III     3369.40    8 2    11           A119     00.
 SmII      3369.455  62 1    35           A221    200.
 S III     3369.49   16 2    2            A157      1.
 FeI       3369.549  26 0    304          G 59      8.
 NiI       3369.573  28 0    6            B245     80. R
 GdII      3369.618  64 1    21,73        A225    400.
 TiII      3369.67   22 1    124          E347      0. n
 FeII      3369.80   26 1 P  76
 NeI       3369.8086 10 0    2            C154     10. :       21.47
 NeI       3369.9081 10 0    2            C154     15. :
 O II      3370.23    8 1    52           B118     00. n
 CoI       3370.322  27 0    24           A 56     10.
 S III     3370.38   16 2    2            A157      2.
 V II      3370.40   23 1    88           A266      2.
 TiI       3370.436  22 0    23           A178     40. r
 OsI       3370.588  76 0    4            A245    300. R
 FeI       3370.786  26 0    304          A164     10.
 CoII      3370.94   27 1    2            A255     50.
 ArII      3370.97   18 1    57           A340      5.
 CoI       3371.015  27 0    151          C245      2. :
 P IV      3371.10   15 3    1            A133      5.
 SmII      3371.209  62 1    52           A221    150.
 FeIII     3371.4    26 2 F  5
 TiI       3371.447  22 0    24           A178     80. R
 O II      3371.85    8 1    52           B118      2. n
 NeII      3371.87   10 1    22           A 52      4.
 S II      3371.90   16 1                 A157      1.
 NiI       3371.993  28 0    7            B245     15. r
 FeI       3372.070  26 0    83           G 59      3.
 CrII      3372.13   24 1    91           A184     15.
 ScII      3372.151  21 1    4            A245     20.
 TiII      3372.208  22 1 ?  16           C245     10.
 FeI       3372.359  26 0    447          V 55      1. :
 V II      3372.666  23 1    106          A266      3.
 CaIII     3372.68   20 2    1            A 11      8.
 P II      3372.70   15 1    34           A133      4.
 TiII      3372.800  22 1    1            C245    100.
 PdI       3373.02   46 0    3            A256    300.
 CoI       3373.226  27 0    122          A 56      7.
 ZrII      3373.42   40 1    74           A196      8.
 CeII      3373.455  58 1    244          C245    100.
 FeIII     3373.51   26 2    18           A103      2.
 ScII      3373.57   21 1 ?  38           B253      1.
 CeII      3373.729  58 1    212          B  9    125.
 ArII      3373.87   18 1    108          A340      2. n
 FeI       3373.874  26 0    303          V 55      1. :
 CrI       3373.96   24 0    181          B184      2.
 CoI       3373.969  27 0    44           A 56      4.
 NiII      3373.98   28 1    1            A252      4.
 N III     3374.06    7 2    5            A124      6.
 NeII      3374.10   10 1    12           A 52      3.
 FeI       3374.221  26 0    89           V 55      1. :
 NiI       3374.221  28 0    17           B245     15. r
 TiII      3374.352  22 1    54           C245      8.
 TmII      3374.512  69 1    12           A269    100.
 GdII      3374.584  64 1    72           A225     50.
 FeV       3374.6    26 4 F  4
 NiI       3374.642  28 0    106          B245     15.
 GdII      3374.688  64 1    24           A225    300.
 ZrII      3374.71   40 1    61           A196     15.
 O II      3374.77    8 1    96           B118     00.
 CrI       3374.93   24 0    181          B184      4.
 CrII      3374.95   24 1    4            A184      3.
 CrII      3374.99   24 1    149          A184      8.
 CoI       3375.238  27 0    153          E 71      1. :
 O IV      3375.50    8 3    8            B126      3. :
 NiI       3375.561  28 0    108          B245      2. n
 O II      3375.77    8 1    52           B118      0.
 V I       3376.057  23 0    54           C245      8.
 W II      3376.17   74 1    10           A239    400.
 CrI       3376.18   24 0                 E213      3. n
 FeII      3376.20   26 1 F  26
 FeII      3376.24   26 1 P  78
 ZrII      3376.25   40 1    60           A196      7.
 CrII      3376.27   24 1    78           A184     10.
 LaII      3376.33   57 1    46           A258     50.
 NiI       3376.331  28 0    104          B245      4.
 CrI       3376.397  24 0    254          C245     10.
 ArII      3376.46   18 1    109          A340      7.
 HfII      3376.68   72 1    31           A289      4.
 CrII      3376.72   24 1    112,149      A184      5.
 O III     3376.82    8 2    27           C302      1. :
 CoI       3377.060  27 0    42           A 56      5.
 CeII      3377.127  58 1    213          C245    300.
 O II      3377.20    8 1    9            B118      7.
 NeII      3377.23   10 1    42           A 52      2.
 CrII      3377.36   24 1    149          A184      5.
 V I       3377.394  23 0    54           C245     10.
 ZrII      3377.45   40 1    11           A196      6.
 TiI       3377.485  22 0    25           E245     20.
 P II      3377.52   15 1    12           A133      4. n
 TiI       3377.577  22 0    23           A178     30. r
 V I       3377.625  23 0    54           C245     15.
 FeIII     3377.77   26 2    97           B102         tr
 O IV      3378.09    8 3    4            A 81      0.
 ScII      3378.209  21 1    38           A245      2.
 NeII      3378.28   10 1    7            A 52      5.
 ZrII      3378.30   40 1    73           A196      5.
 CrII      3378.337  24 1    21           B245     25.
 TiIII     3378.4    22 2 F  4
 NiII      3378.55   28 1 F  5
 FeI       3378.676  26 0    301          G 59      6.
 FeI       3378.73   26 0 P  137                       mFeI
 CoI       3378.736  27 0    121          A 56      5.
 FeI       3379.017  26 0    85           G 59      6.
 CrI       3379.171  24 0    5            C245     15.
 CeII      3379.172  58 1    98           C245    100.
 ScII      3379.18   21 1    43           A245      2.
 TiI       3379.216  22 0    24           E245     15.
 CrII      3379.371  24 1    21           B245     30.
 NeII      3379.39   10 1    12           A 52      1.
 ScII      3379.397  21 1    38           A245      3.
 ArII      3379.48   18 1    59           A340      2. n
 CrI       3379.564  24 0    54           C245      3. w
 ArII      3379.58   18 1                 A340      5.
 NiVII     3379.7    28 6 F  1
 GdII      3379.756  64 1    91           A225    400.
 MoII      3379.762  42 1    6            A245      3.
 CrI       3379.825  24 0    54           C245      3. w
 CrII      3379.825  24 1    21           B245     60.
 TiII      3379.930  22 1    64           C245      1. n
 FeI       3380.004  26 0    709          V 55      1. :
 FeI       3380.111  26 0    304          C278      8.
 Y II      3380.114  39 1    41           C245      5. nl
 MoII      3380.215  42 1    6            A245      3.
 EuII      3380.25   63 1    23           A223    100.
 TiII      3380.278  22 1    1            A178     30.
 GdII      3380.515  64 1    74           A225    300.
 NiI       3380.574  28 0    37           B245     80. R
 SrII      3380.711  38 1    4            A399     50.         10.98
 NiI       3380.885  28 0    7            B245     15. r
 LaII      3380.91   57 1    45           A258    300.
 FeII      3380.95   26 1 F  27
 FeII      3381.003  26 1    177          A 76      4.
 O IV      3381.28    8 3    3            B126      4. :
 O IV      3381.33    8 3 P  3
 FeI       3381.340  26 0    376,677      V 55      2. :
 FeII      3381.36   26 1 P  5
 CoI       3381.498  27 0    88           C245      4.
 CrI       3382.07   24 0    181          B184      3.
 CoI       3382.071  27 0    123          E 71      2.
 FeIII     3382.19   26 2    72           A103      6.
 TiI       3382.312  22 0    86           E245     15.
 SmII      3382.399  62 1    20           A221    600.
 FeI       3382.403  26 0    84           G 59      3.
 V II      3382.529  23 1    107          A266     30.
 CrII      3382.683  24 1    3            B245     60.
 O III     3382.69    8 2    27           A119      3.
 CrII      3382.79   24 1 P  112
 AgI       3382.890  47 0    1            A149    500.
 SbI       3383.15   51 0    1            A279    100.
 FeI       3383.387  26 0    245          V 55      1. :
 TiII      3383.57   22 1 P  63
 FeI       3383.692  26 0    85,444       G 59      5.
 TiII      3383.761  22 1    1            A178    125.
 O III     3383.85    8 2    27           A119      2.
 ArII      3383.94   18 1    92           A340      2.
 FeI       3383.981  26 0    83           C278      8.
 HfII      3384.14   72 1    44           A289     10.
 CrI       3384.24   24 0    54           B184      3. w
 MoI       3384.617  42 0    9            A326     10. n
 CrI       3384.65   24 0    54           B184     10.
 SmII      3384.658  62 1    30,39        A221    300.
 HfII      3384.70   72 1    9            A289     20.
 FeI       3384.80   26 0 P  25                        sol?
 O III     3384.95    8 2    27           A119      4.
 CoI       3385.219  27 0    22           A 56     25. r
 CrI       3385.31   24 0    236          B184      8.
 O IV      3385.55    8 3    3            B126      6. :
 TiI       3385.664  22 0    24           E245     12.
 V II      3385.790  23 1    183          A266      3.
 S II      3385.81   16 1                 A157      2.
 TiI       3385.944  22 0    23           A178     40. r
 RhII      3386.129  45 1    2            A150      2.
 ClIII     3386.22   17 2    11           A 31      5.
 NeII      3386.24   10 1    12           A 52      2.
 FeII      3386.452  26 1    88           A 76      1.
 CrI       3386.50   24 0    236          B184      5.
 FeII      3386.724  26 1                 A 76      2.
 CoI       3387.061  27 0    119          C245      1.
 FeII      3387.10   26 1 F  26
 S III     3387.13   16 2    2            A157      2.
 FeI       3387.410  26 0    306          V 55      2.
 NiI       3387.466  28 0    17           B245      3.
 CoI       3387.47   27 0    45           A 56      1.
 ClIII     3387.60   17 2    2            B 27      6.
 FeXIII    3387.7    2612 F  2                                355.
 CoII      3387.72   27 1    2            A255     60.
 CrII      3387.73   24 1    90           A184      5.
 TiII      3387.834  22 1    1            A178     50.
 ZrII      3387.87   40 1    74           A196     12.
 CrII      3387.96   24 1    112          A184      3.
 GdII      3388.065  64 1    71           A225     40.
 FeII      3388.134  26 1 ?  77           A 76      2.
 CoI       3388.163  27 0    23           A 56     30. r
 CoII      3388.18   27 1    2            A255     50.
 CoVI      3388.2    27 5 F  2
 ZrII      3388.29   40 1    2            A196     15.
 NeII      3388.46   10 1    19           A 52      6.
 ArII      3388.54   18 1    96           A340      7.
 CrI       3388.71   24 0    54           B184     10.
 TiII      3388.755  22 1    53           C245      8.
 FeI       3388.81   26 0 P  140                    1. :
 CrI       3388.88   24 0    90           B184      1.
 GdII      3388.912  64 1    73           A225    100.
 FeI       3388.966  26 0    502          V 55      1. :w
 SmII      3389.325  62 1    52           A221    250.
 FeI       3389.748  26 0    87           V 55      2.
 HfII      3389.83   72 1    8            A289     70.
 FeII      3390.082  26 1    207          A 76      2.
 FeI       3390.25   26 0 P  188                       sol?
 O II      3390.25    8 1    9            B118      8.
 O IV      3390.37    8 3 P  3
 CoI       3390.396  27 0    102          A 56      5.
 GdII      3390.498  64 1    73           A225     30.
 CeII      3390.515  58 1    145          A144     20. :
 NeII      3390.56   10 1    12           A 52      2.
 TiI       3390.682  22 0    86           E245     10.
 CrI       3390.77   24 0    236          B184      5.
 EuII      3390.783  63 1                 A223     80.
 GdII      3390.878  64 1    73           A225    200.
 V II      3391.01   23 1    121          A266      1.
 NiI       3391.050  28 0    5            B245     50. R
 CrI       3391.11   24 0    236          B184      1.
 GdII      3391.294  64 1    73           A225    150.
 FeII      3391.303  26 1    117          A 76      1.
 CrI       3391.372  24 0    254          C245     10.
 CrII      3391.434  24 1    3            B245     35.
 FeI       3391.84   26 0 P  678                       sol
 ArIII     3391.85   18 2    6            B 51     15.
 ZrII      3391.96   40 1    1            A196    100.
 EuII      3391.989  63 1    17           A223    100.
 FeI       3392.018  26 0    499          V 55      2.
 ThII      3392.040  90 1    5            A250    300.
 FeI       3392.304  26 0    83           G 59      8.
 GdII      3392.530  64 1    7            A225   2000.
 FeI       3392.652  26 0    85           G 59     15.
 V II      3392.659  23 1    70           A266     50.
 TiI       3392.713  22 0    136          E245     10.
 NeII      3392.78   10 1    7            A 52      5.
 ClIII     3392.89   17 2    11           A 31      8.
 NiI       3392.992  28 0    20           B245    100. R
 CrII      3393.00   24 1    21           A184     35.
 ZrII      3393.12   40 1    3            A196     10.
 FeI       3393.382  26 0    376          V 55      1. :
 ClIII     3393.45   17 2    11           A 31      8.
 FeI       3393.609  26 0    305,376      V 55      1. :
 GdII      3393.630  64 1    91           A225    400.
 NdII      3393.641  60 1                 B245     60.
 CrII      3393.86   24 1    21           A184     30.
 FeI       3393.915  26 0    136          V 55      1. :
 CeII      3393.920  58 1    46           C245     50.
 FeI       3394.085  26 0    188          V 55      1. :
 O III     3394.26    8 2    27           A119      1.
 ScII      3394.29   21 1    38           B253      1.
 CrII      3394.32   24 1    21           A184     35.
 TiII      3394.37   22 1 P  63
 TiII      3394.574  22 1    1            A178     40.
 HfII      3394.58   72 1    7            A289     25.
 FeI       3394.583  26 0    81           G 59      5.
 ZrII      3394.63   40 1    85           A196      3.
 CoI       3394.916  27 0    42           C245      2.
 V II      3394.92   23 1    80           A266      1.
 HfII      3394.99   72 1    63           A289     30.
 GdII      3395.120  64 1    91           A225   1000.
 FeII      3395.336  26 1    117          A 76      4.
 CoI       3395.370  27 0    25           A 56     40. r
 CrII      3395.62   24 1    100          A184     20.
 FeI       3395.87   26 0 P  543                       sol
 FeI       3395.90   26 0 P  189                       sol?
 NiI       3396.184  28 0    122          B245      6.
 SmII      3396.187  62 1    44           A221    500.
 ZrII      3396.34   40 1    58           A196      7.
 FeI       3396.386  26 0    25           V 55      1. :
 CoI       3396.457  27 0    102          C245      1.
 NiI       3396.50   28 0 P  118
 EuII      3396.58   63 1    30           A223    200.
 ZrII      3396.66   40 1    103          A196      6.
 NiVII     3396.7    28 6 F  2
 FeIII     3396.71   26 2    18           A103      7.
 O IV      3396.83    8 3    3            B126      2. :
 RhI       3396.85   45 0    3            A304    100. R
 FeI       3396.978  26 0    26           A164      4.
 LuII      3397.07   71 1    4            A288    150.
 FeI       3397.221  26 0    503          V 55      1. :
 TmII      3397.499  69 1    3            A269    100.
 FeI       3397.560  26 0    447          V 55      1. :
 V I       3397.580  23 0    54           C245      6.
 FeI       3397.642  26 0    26           V 55      2.
 LaII      3397.77   57 1    128          A258     40. nl
 NiII      3397.82   28 1    8            A252      1.
 ArII      3397.89   18 1    59           A340      4.
 NeII      3397.90   10 1    36           A 52      1.
 FeI       3398.12   26 0 P  615                       sol
 FeI       3398.226  26 0    304          V 55      1. :
 FeII      3398.355  26 1    105          A 76      4.
 CoVI      3398.5    27 5 F  2
 TiI       3398.634  22 0    86           E245      8.
 CoI       3398.811  27 0    157          A 56      3.
 FeI       3399.230  26 0    302          V 55      1. :
 FeI       3399.336  26 0    85           A164     15.
 ZrII      3399.36   40 1    11           A196     10.
 GdII      3399.406  64 1    22           A225    500.
 CrII      3399.54   24 1    100          A184     18.
 HfII      3399.80   72 1    1            A289    150.
 TmII      3399.951  69 1    12           A269     70.
 GdII      3399.991  64 1    22           A225   1200.
 CrII      3400.08   24 1    67           A184      2.
 NaII      3400.110  11 1    4            A130      2.
 FeV       3400.3    26 4 F  4
 V I       3400.395  23 0    46           C245     12.
 CoI       3400.471  27 0    42           A 56      1.
 GdII      3401.067  64 1    8            A225    300.
 NiI       3401.166  28 0    107          B245      8.
 FeI       3401.521  26 0    26           A164      6.
 CoI       3401.617  27 0    44           C245      2.
 V II      3401.740  23 1    106          A266      1.
 NiII      3401.76   28 1    4            A252      2.
 W II      3401.90   74 1    9            A239    150.
 CoI       3401.913  27 0    157          C245      2. :n
 V II      3401.997  23 1    47           A266      2.
 CoI       3402.064  27 0    123          C245      4.
 GdII      3402.072  64 1    91,149       A225   1000.
 FeI       3402.256  26 0    614          G 59      5.
 FeII      3402.32   26 1 P  105
 TiII      3402.422  22 1    53           C245      8.
 CrII      3402.43   24 1    21           A184     25.
 SmII      3402.464  62 1    39           A221    400.
 FeII      3402.50   26 1 F  27
 ZrII      3402.52   40 1    85           A196      1.
 V I       3402.571  23 0    46           C245      9.
 ZrII      3402.87   40 1    91           A196      7.
 GdII      3403.081  64 1    73           A225    150.
 V II      3403.159  23 1    135          A266      3.
 CrII      3403.29   24 1 P  21                        mCrII
 FeI       3403.29   26 0 P  377
 FeI       3403.299  26 0    304          U247      2. :
 CoVI      3403.3    27 5 F  1
 CrII      3403.322  24 1    3            B245    100.
 TiI       3403.369  22 0    86           E245      4.
 NiI       3403.432  28 0    108          B245      8.
 FeIII     3403.51   26 2    61           A103      2.
 O IV      3403.58    8 3    2            B126      3.
 CrI       3403.59   24 0    254          B184      8.
 FeI       3403.65   26 0 F  10
 ZrII      3403.69   40 1    59           A196      8.
 FeI       3404.301  26 0    25,301       V 55      3.
 P II      3404.34   15 1    12,21        A133      5.
 FeI       3404.357  26 0    83           G 59      6.
 V II      3404.43   23 1    243          A266     80. l
 PdI       3404.60   46 0    2            A256   1000. R
 FeI       3404.755  26 0    300          V 55      1. :
 NeII      3404.77   10 1    51           A 52      4.
 ZrII      3404.84   40 1    11           A196     12.
 FeI       3404.923  26 0    300          U247      1. :
 TiII      3404.97   22 1    63           C245      1. :
 GdII      3405.038  64 1    91           A225    150.
 TiI       3405.094  22 0    86           E245      5.
 CoI       3405.120  27 0    23           C245    150. R
 V I       3405.160  23 0    46           C245      6.
 FeI       3405.39   26 0 F  10
 NiI       3405.50   28 0 P  122
 O III     3405.74    8 2    15           A119      2.
 FeI       3405.83   26 0    299          W171      2. :
 MoI       3405.934  42 0    9            A326     10. r
 O IV      3405.97    8 3 P  3
 CeII      3405.977  58 1    96           C245    100.
 V II      3406.06   23 1    119          A266      7.
 FeI       3406.17   26 0 P  376                       sol
 FeIII     3406.18   26 2    61           A103      2.
 FeIII     3406.2    26 2 F  5
 FeI       3406.442  26 0    676          J371      3.
 FeV       3406.6    26 4 F  4
 FeII      3406.76   26 1 P  90
 FeI       3406.803  26 0    85           J371      6.
 V I       3406.837  23 0    46           C245      6.
 NeII      3406.88   10 1    51           A 52      5.
 LaII      3407.00   57 1    155          A258      8. nl
 FeI       3407.06   26 0 P  377                       sol?
 TiII      3407.205  22 1    1            C245      3.
 CrI       3407.22   24 0                 B184      5. n
 NiII      3407.30   28 1    4            A252      8.
 O II      3407.38    8 1    44           B118      7. l
 FeI       3407.461  26 0    83           A164     20. d
 FeI       3407.53   26 0 P  81                        sol
 GdII      3407.56   64 1 ?  91           A225    600.
 GdII      3407.61   64 1 ?  24           A225   1500.
 Y II      3407.7    39 1                 A254      3. n
 HfII      3407.76   72 1    29           A289     15.
 MnI       3407.960  25 0    26           C246      1. :
 CrI       3408.01   24 0                 B184      4. n
 ZrII      3408.09   40 1    72           A196     10.
 O III     3408.13    8 2    15           A119      1.
 N II      3408.136   7 1    7            C120      3.
 PtI       3408.14   78 0    4            A109     15.
 SmII      3408.676  62 1                 A221    300.
 NbII      3408.678  41 1    3            A283    100.
 CrII      3408.765  24 1    3            B245    150.
 V II      3408.955  23 1    120          A266     15.
 CrII      3408.96   24 1 P  8
 CoI       3409.177  27 0    23           C245     60. r
 NbII      3409.191  41 1    3            A283    100.
 FeI       3409.20   26 0    614          W171      2. :
 GdII      3409.297  64 1    21           A225    500.
 CrI       3409.36   24 0                 B184      7. n
 FeI       3409.40   26 0 P  445                       sol
 NiI       3409.578  28 0    5            B245      8.
 CrII      3409.60   24 1 P  8
 CoI       3409.646  27 0    24           C245      2. :
 O IV      3409.75    8 3    3            B126      2. :
 CrII      3409.79   24 1 P  8
 TiII      3409.809  22 1    1            C245      4.
 O II      3409.84    8 1    44           B118      6. l
 Y II      3409.87   39 1    63           C245      4. nl
 FeI       3410.031  26 0    542          U247      1. :
 FeI       3410.171  26 0    735          G 59      3.
 HfII      3410.18   72 1    30           A289     40.
 ZrII      3410.26   40 1    11           A196     20.
 V II      3410.46   23 1    119          A266      1.
 FeI       3410.56   26 0 P  244                       sol
 FeIII     3410.74   26 2    61,62        A103      3.
 FeI       3410.905  26 0    25           V 55      1. :
 CrI       3411.01   24 0                 B184      8. n
 FeI       3411.134  26 0    299          V 55      1. :
 FeI       3411.353  26 0    301          G 59      3.
 NeII      3411.38   10 1    45           A 52      1.
 TiII      3411.68   22 1 P  63                        mTiI
 LaII      3411.76   57 1    155          A258     20. nl
 O IV      3411.76    8 3    2            B126      4.
 FeI       3411.88   26 0 P  298                       sol
 GdII      3412.020  64 1    73           A225    200.
 CoI       3412.339  27 0    25           C245     80. R
 NiI       3412.47   28 0 P  90
 GdII      3412.583  64 1    70           A225     60.
 CoI       3412.633  27 0    6            C245     80. R
 GdII      3412.753  64 1    23           A225     80.
 NbII      3412.934  41 1    3            A283    150.
 NeII      3413.13   10 1    45           A 52      3.
 FeI       3413.135  26 0    85           A164     15.
 GdII      3413.273  64 1    91           A225    400.
 NiVII     3413.3    28 6 F  2
 ZrII      3413.39   40 1    60           A196      5.
 NiI       3413.46   28 0 P  124                       mNiI
 NiI       3413.478  28 0    5            B245     25. R
 O IV      3413.71    8 3    2            A 81      1.
 HfII      3413.74   72 1    20           A289      8.
 NiI       3413.939  28 0    17           B245     12. r
 TiII      3414.02   22 1    127          F172      0. :
 FeII      3414.144  26 1    91           A 76      2.
 V II      3414.192  23 1    135          A266     10.
 GdII      3414.207  64 1    107          A225     60.
 ArII      3414.46   18 1    107          A340      3.
 ZrII      3414.65   40 1    73           A196     12.
 ZrI       3414.66   40 0    17           A197     20.
 NiI       3414.765  28 0    19           B245    150. R
 NeII      3414.82   10 1    20           A 52      2.
 V II      3414.879  23 1    135          A266      3.
 O III     3415.29    8 2    15           A119      3.
 CrII      3415.47   24 1    100          D110      1.
 CoI       3415.519  27 0    5            A 56      5.
 FeI       3415.530  26 0    83           G 59      4.
 NiI       3415.67   28 0 P  123
 CoII      3415.78   27 1    2            A255     75.
 V II      3415.91   23 1    169          A266      2.
 FeII      3416.021  26 1    16           A 76      5.
 FeI       3416.52   26 0 P  708                       sol
 ScI       3416.674  21 0    21           A245      2.
 FeI       3416.688  26 0    142          V 55      1. :
 NeII      3416.87   10 1    21           A 52      4.
 GdII      3416.948  64 1    22           A225   2500.
 TiII      3416.957  22 1    53           C245      2.
 CoI       3417.154  27 0    23           A 56     50. r
 FeI       3417.273  26 0    26           J371      1. :gn
 GdII      3417.330  64 1    91           A225    150.
 CoI       3417.353  27 0    135          E 71      1. :d
 RuI       3417.353  44 0    3            A245     20. :
 CeII      3417.450  58 1    100          A144    125.
 CoI       3417.673  27 0    122          C245      5.
 NeII      3417.71   10 1    20           A 52      5.
 CoI       3417.795  27 0    19           C245      6.
 FeI       3417.842  26 0    81           G 59     12.
 TiI       3417.88   22 0 P  86
 NeI       3417.9036 10 0    4            C154     10. :
 FeII      3418.02   26 1 P  104
 SmII      3418.151  62 1                 A221    500.
 FeI       3418.176  26 0    577          U247      2. :w
 FeI       3418.507  26 0    81           G 59     10.
 SmII      3418.514  62 1    47           A221    100.
 ScI       3418.528  21 0    21           A245      2. :
 GdII      3418.733  64 1    7            A225   2000.
 GdII      3419.069  64 1    24           A225     50.
 ZrII      3419.10   40 1    2            A196      5.
 FeI       3419.157  26 0    576          V 55      1. :
 P II      3419.25   15 1    3            A133      6.
 ScI       3419.358  21 0    21           A245      1. :
 FeIII     3419.49   26 2    11,49        A103      3.
 FeI       3419.706  26 0    377          V 55      1. :
 O II      3419.87    8 1                 B118      2. n
 V II      3420.15   23 1    119          A266      2.
 FeII      3420.184  26 1    89           A 76      0.
 CoI       3420.474  27 0    42           A 56      5.
 LaII      3420.54   57 1    126          A258      5. n
 O II      3420.61    8 1                 B118      3. n
 V II      3420.709  23 1    105          A266      5.
 NiI       3420.741  28 0    9            B245      5.
 CoI       3420.790  27 0    102          A 56      7.
 MnI       3420.795  25 0                 B245      4.
 K III     3420.82   19 2    1            A 47a     6.
 CoI       3421.029  27 0    119          E 71      1. :
 CrII      3421.20   24 1    3            A184     75.
 NiI       3421.22   28 0 P  105
 PdI       3421.24   46 0    3            A256    500.
 NiI       3421.342  28 0    122          B245      7.
 CrII      3421.62   24 1 *  60           A184      4.
 CoI       3421.628  27 0    101          A 56      3.
 ArII      3421.64   18 1    57           A340      5.
 K III     3421.83   19 2    4            A 47a     4.
 FeIII     3421.97   26 2    11           A103      3.
 NiI       3422.332  28 0    105          B245      4.
 GdII      3422.466  64 1    2            A225  10000.
 FeI       3422.499  26 0    444          J371      3.
 FeI       3422.656  26 0    85           G 59      7.
 TiII      3422.661  22 1    63           C245      1. :
 CeII      3422.708  58 1    144          C245    300.
 CrII      3422.739  24 1    3            B245    125.
 GdII      3422.751  64 1    8            A225    500.
 NiI       3422.878  28 0    122          B245      4.
 CoI       3422.900  27 0    42           A 56      4.
 TiI       3423.172  22 0    120          E245      2.
 CoI       3423.35   27 0    121          A 56      1. :
 NiI       3423.711  28 0    20           B245     50. R
 ZrII      3423.82   40 1                 A196      3. l
 CoII      3423.85   27 1    2            A255     75.
 CeII      3423.853  58 1    131          A144     20. :
 LaII      3423.9    57 1    144          A258      5.
 GdII      3423.92   64 1    7            A225   1500.
 Y I       3424.16   39 0                 A254      7.
 FeII      3424.17   26 1 P  116
 FeI       3424.284  26 0    81           G 59     10.
 CrII      3424.43   24 1 P  8
 CoI       3424.500  27 0    103          A 56     10.
 GdII      3424.592  64 1    22           A225   1200.
 ZrII      3424.64   40 1    85           A196      1.
 ZrII      3424.82   40 1    2            A196      7.
 P II      3424.88   15 1    3            A133      6.
 FeI       3425.009  26 0    541          G 59      4.
 EuII      3425.022  63 1    20           A223     80.
 V I       3425.070  23 0                 C245      6.
 TmII      3425.082  69 1    7            A269    300.
 CrII      3425.09   24 1 P  8
 NbII      3425.432  41 1    7            A283    300. w
 O V       3425.57    8 4    3            B         0. :
 FeII      3425.582  26 1    5            A 76      3.
 GdII      3425.624  64 1    91           A225     50.
 TmII      3425.630  69 1    3            A269    150.
 NeV       3425.8    10 4 NF  1
 GdII      3425.930  64 1    23           A225    600.
 CrI       3425.96   24 0    158          B184      4.
 O VI      3426.      8 5 P  6
 FeI       3426.09   26 0 P  502                       sol
 CrII      3426.13   24 1    111          D110      8.
 P II      3426.20   15 1    3            A133      4.
 CeII      3426.208  58 1    44           C245    250.
 FeI       3426.337  26 0    135          U247      2. :
 GdII      3426.342  64 1    73           A225     50.
 FeI       3426.383  26 0    25,82        J371      5.
 NbII      3426.562  41 1    7            A283    250. w
 CeII      3426.583  58 1    51           B  9      4. :
 FeI       3426.637  26 0    82           J371      5.
 FeI       3426.67   26 0 P  615                       sol
 FeII      3426.81   26 1 P  103
 FeI       3427.002  26 0    26           J371      2.
 FeI       3427.121  26 0    81           A164     20.
 CeIII     3427.332  58 2    2            A362    125.
 GdII      3427.362  64 1    91           A225     80.
 LaII      3427.57   57 1    132          A258      8.
 FeI       3428.01   26 0 P  616                       sol
 FeI       3428.192  26 0    81           G 59      8.
 FeII      3428.24   26 1 F  27
 HfII      3428.37   72 1    2            A289     20.
 FeI       3428.41   26 0 P  302                       sol?
 NiI       3428.42   28 0 P  123
 GdII      3428.467  64 1    90           A225    500.
 FeII      3428.64   26 1 P  90
 O III     3428.67    8 2    15           A119      3.
 FeI       3428.746  26 0    836          V 55      2. :
 NeII      3428.76   10 1    42           A 52      5.
 FeIII     3428.8    26 2 F  5
 AlII      3428.916  13 1    25           B377      6.
 CrII      3428.94   24 1    99           A184      7.
 TiI       3428.955  22 0    168          E245      4.
 ScI       3429.206  21 0    21           A245      3.
 Y II      3429.42   39 1    77           C245      3. n
 ScI       3429.483  21 0    21           A245      3.
 ArII      3429.64   18 1    107          A340      3.
 FeI       3429.80   26 0 P  244                       sol
 FeI       3429.82   26 0 P  540                       sol
 FeII      3430.15   26 1 P  89
