 PrII      3918.856  59 1    11           A339    150.
 C II      3918.977   6 1    4            A122      9.                 O9V-B9Ia
 N II      3919.005   7 1    17           A 20      6.
 FeI       3919.069  26 0    430          J371      3.
 CrI       3919.15   24 0 P  136                       mCrI
 CrI       3919.159  24 0    23           C245    100.
 O II      3919.287   8 1    17           A 20      6.                 O9-B2V
 CeII      3919.813  58 1    60           A144    100.
 TiI       3919.822  22 0    130          B 65      5.
 FeI       3920.260  26 0    4            B161     20. r               A0V-K5Ia
 S III     3920.37   16 2    8            B159      0. :
 V I       3920.487  23 0    42           C245      5.
 PrII      3920.524  59 1    12           A339     15.
 FeI       3920.645  26 0    153          U247      1. :
 C II      3920.677   6 1    4            A122     10.                 O9V-B9Ia
 FeI       3920.839  26 0    567          J371      1. :
 NdII      3920.965  60 1                 B245    100.
 ZrII      3921.02   40 1 P  42
 CrI       3921.022  24 0    23           C245     50.
 FeI       3921.27   26 0    220          U247      1. :
 TiI       3921.423  22 0    14           A178     30.
 LaII      3921.54   57 1    40           A258    200.
 CeII      3921.731  58 1    195          B  9    100.
 ZrI       3921.80   40 0    8            A197    100.
 V I       3921.905  23 0    42           C245      6.
 CeII      3922.005  58 1    50           C245      2. :s
 FeI       3922.08   26 0 P  153                       sol
 FeI       3922.09   26 0 P  564                       sol
 ZrII      3922.36   40 1    143          A196      1.
 SmII      3922.397  62 1    38           A221    400.
 V I       3922.431  23 0    42           C245     12.
 ArII      3922.54   18 1    11,53        A340      1. n
 S II      3922.63   16 1    60           A157     00.
 FeI       3922.68   26 0 P  429                       sol
 P III     3922.72   15 2    9            A133      4.
 CoI       3922.755  27 0    32           A 56      7.
 FeI       3922.914  26 0    4            B161     25. R               A0V-K5Ia
 FeI       3923.03   26 0 P  661                       sol
 CeII      3923.109  58 1    191          C245    125.
 GdII      3923.246  64 1    50           A225    300.
 TiII      3923.39   22 1 P  97
 HeII      3923.48    2 1 A  4            A
 S II      3923.483  16 1    55           A157      7.
 FeV       3923.5    26 4 F  3
 CaI       3923.50   20 0    7            D369      0. :
 ScII      3923.503  21 1 A  9            A
 HfII      3923.91   72 1    18           A289     40.
 ZrII      3923.92   40 1    100          A196      1.
 S II      3924.05   16 1    33           A157     00.
 MnI       3924.075  25 0                 B245      3.
 NiI       3924.18   28 0 P  240
 SiIII     3924.44   14 2                 A117      4.                 B2-B7IV
 TiI       3924.527  22 0    13           A178     50.
 CeII      3924.644  58 1    190          B  9     60.
 CrII      3924.65   24 1 P  129
 V I       3924.658  23 0    90           C245     10.
 LaII      3925.09   57 1    135          A258      5.
 CoI       3925.151  27 0    131          A 56      3.
 FeI       3925.201  26 0    567          V 55      1. :
 SmI       3925.216  62 0    2            B  2    400.
 V I       3925.240  23 0    8            C245     10.
 PrII      3925.456  59 1    11           A339     75.
 FeI       3925.55   26 0 P  660                       sol
 FeI       3925.646  26 0    364          J371      4.
 ArII      3925.71   18 1    105          A340      3.
 ClIII     3925.87   17 2    4            A 31      5.
 FeI       3925.946  26 0    364          J371      6.
 FeI       3926.001  26 0    562          V 55      1. :
 TiI       3926.319  22 0    292          B 65     10.
 V II      3926.32   23 1    165          A266      5.
 MnI       3926.467  25 0    44           B245     10.
 V II      3926.497  23 1    11           A266     10.
 HeI       3926.530   2 0    58           D174      1. :               O9V-B9Ia
 O II      3926.58    8 1 P  11
 CrI       3926.649  24 0    313          C245     10.
 CeII      3927.383  58 1    43           B  9      4. :
 FeI       3927.61   26 0 P  282                       sol
 FeI       3927.922  26 0    4            B161     30. R
 V I       3927.926  23 0    90           C245      3. :
 FeI       3927.93   26 0 P  361                       mFeI
 FeI       3928.085  26 0    565          J371      1. :
 SmII      3928.279  62 1    17           A221    150.
 S III     3928.615  16 2    8            A157      6.
 ArII      3928.62   18 1    10           A340      9.
 CrI       3928.636  24 0    23           C245     60.
 EuII      3928.87   63 1    10           A223     15.
 TiI       3928.97   22 0 P  175
 FeI       3929.114  26 0    280          J371      1. :
 TiII      3929.15   22 1 P  97
 FeI       3929.208  26 0    659          J371      1. :
 LaII      3929.22   57 1    27           A258    300.
 FeII      3929.35   26 1 F  24
 ZrI       3929.53   40 0    7            A197    150.
 ZrII      3929.54   40 1    142          A196      8.
 TmII      3929.583  69 1    11           A269    100.
 V II      3929.734  23 1    10           A266     50.
 TiI       3929.875  22 0    13           A178     40.
 V I       3930.023  23 0    63           C245     10.
 CoI       3930.076  27 0    59           G 62      1. :
 FeI       3930.299  26 0    4            B161     25. R               G5-K5V
 FeII      3930.31   26 1 P  3
 EuII      3930.50   63 1    5            A223   4000. r
 O IV      3930.63    8 3 P  10
 Y II      3930.66   39 1    16           A254     15.
 CrII      3930.88   24 1 P  129
 CeII      3931.088  58 1    49           A144    125.
 FeI       3931.122  26 0    565          J371      3. :
 ArII      3931.24   18 1    2            A340      6.
 V I       3931.340  23 0    90           C245      5.
 CeII      3931.369  58 1    61           B  9    100.
 FeII      3931.44   26 1 F  8
 FeI       3931.50   26 0 F  9
 S II      3931.938  16 1    29           A157      3.
 AlI       3931.97   13 0    18           B315      5.
 TiII      3932.007  22 1    34           B 65      2.
 S II      3932.30   16 1    30           A157      2.
 HfII      3932.40   72 1    28           A289     10.
 LaII      3932.53   57 1    123          A258     10. l
 ArII      3932.55   18 1    90           A340      7.
 FeI       3932.59   26 0 P  153                       mFeI
 FeI       3932.629  26 0    280,652      J371      4.
 FeII      3932.72   26 1 F  8
 ArII      3933.19   18 1    53           A340      0.
 S II      3933.294  16 1    55           A157      9.
 P III     3933.38   15 2    9            A133      4.
 ScI       3933.38   21 0    8            A245     20.
 FeI       3933.606  26 0    488,562      J371      2. :
 HfII      3933.65   72 1    6            A289     40.
 CaII      3933.664  20 1    1            A168    400. R(K)            O9V-B9Ia;A0V-M2Ia
 CeII      3933.731  58 1    81           C245     60. :
 CoI       3933.918  27 0    17           A 56      6.
 V I       3934.013  23 0    42           C245     20.
 ZrII      3934.14   40 1    7            A196     20.
 TiI       3934.228  22 0    15           B 65      9.
 N III     3934.41    7 2    8            A124      3.
 CeII      3934.46   58 1 P  3
 ZrII      3934.80   40 1    43           A196     20.
 NdII      3934.823  60 1                 B245     50.
 GdII      3934.824  64 1 ?  1            A225    300.
 V I       3935.141  23 0    90           C245      6.
 CrII      3935.18   24 1 P  10
 FeI       3935.31   26 0    362          B161      8.
 HfII      3935.64   72 1    43           A289     20.
 BaI       3935.717  56 0    8            A400     50.
 SmII      3935.764  62 1    28           A221    300.
 AlI       3935.77   13 0    18           B315      4.
 FeI       3935.815  26 0    362          B161      8.
 FeI       3935.86   26 0 P  564                       mFeI
 HeI       3935.914   2 0    57           D174      1. :
 FeII      3935.942  26 1    173          A 76      6.
 CoI       3935.964  27 0    32           A 56     30.
 C IV      3936.      6 3 P  2                                 64.22
 ZrII      3936.07   40 1    42           A196      7.
 LaII      3936.22   57 1    13           A258     50.
 V I       3936.282  23 0    42           C245      5.
 FeI       3936.79   26 0 P  564                       sol
 CrII      3936.95   24 1    128          A184      1.
 FeI       3937.329  26 0    278          J371      3.
 NdII      3937.575  60 1    19           A 10      5.
 FeII      3937.80   26 1 F  8
 BaI       3937.870  56 0    8            A400     20.
 TiI       3938.005  22 0    246          B 65      2. n
 CeII      3938.086  58 1    205          B  9      7. :
 FeII      3938.289  26 1    3            A 76      2.
 MgI       3938.400  12 0    18           A295      0. :
 N III     3938.52    7 2    8            A124      4.
 AlII      3938.621  13 1    73           B377      0.5d
 NiI       3938.76   28 0 P  240
 CoI       3938.856  27 0    171          A 56      3.
 FeII      3938.969  26 1    190          A 76      4.
 AlII      3939.066  13 1    73           B377      0.5d
 S II      3939.49   16 1    45           A157     00.
 ScII      3939.51   21 1 P  9
 LaII      3939.85   57 1    134          A258     20. l
 FeI       3940.044  26 0    731          V 55      1. :
 TiII      3940.32   22 1 P  97
 CeII      3940.338  58 1    50           B  9    100.
 FeI       3940.882  26 0    20           B161      5.
 CoI       3940.887  27 0    18           A 56     12.
 CrI       3941.15   24 0    213          B184      3.
 FeI       3941.283  26 0    562          J371      3. :
 MoII      3941.478  42 1    4            A245     10.
 CrI       3941.490  24 0    23           C245     60.
 NdII      3941.512  60 1    27           A 10    150.
 CoI       3941.728  27 0    17           A 56     20.
 NiI       3941.86   28 0    171          E109      1. :
 SmII      3941.874  62 1    1            A221    300.
 ZrII      3941.92   40 1    55           A196      3.
 V I       3942.006  23 0    63           C245      6.
 O IV      3942.14    8 3    10           B126      0. :
 CeII      3942.151  58 1    37           B  9    125.
 FeI       3942.443  26 0    364          B161      6.
 CeII      3942.746  58 1    57           C245    150.
 N III     3942.78    7 2    8            B 81      1. :
 EuII      3943.08   63 1    22           A223     40.
 CeII      3943.141  58 1    113          B  9      5. :
 CrI       3943.21   24 0    135          B184      3.
 SmII      3943.239  62 1    9            A221    200.
 FeI       3943.339  26 0    72           J371      2.
 V II      3943.48   23 1 P  11
 V I       3943.664  23 0    42           C245     12.
 CeII      3943.888  58 1    234          B  9    100.
 AlI       3944.009  13 0    1            A403     10. R               F0V-M2Ia
 NiI       3944.126  28 0    151          B245     12. n
 CrI       3944.25   24 0    135          B184      2.
 ArII      3944.27   18 1    2            A340      8.
 FeI       3944.748  26 0    361          J371      2. :
 FeI       3944.890  26 0    430          J371      3.
 O II      3945.048   8 1    6            A 20      5.                 B2-B9Iab
 S II      3945.06   16 1    33           E136      0. :
 FeIII     3945.08   26 2    69           A103      3.
 C II      3945.10    6 1    32           C 89      0.
 CrII      3945.11   24 1    142          D110      1. :
 FeI       3945.119  26 0    280          J371      4.
 FeII      3945.21   26 1 P  3
 V II      3945.27   23 1 P  165
 O IV      3945.29    8 3 P  10
 CoI       3945.326  27 0    29           A 56     15.
 ScIII     3945.34   21 2 F  1                                 24.65
 HfII      3945.36   72 1    109          A289     10. n
 CrI       3945.495  24 0    135          C245      9.
 FeI       3945.70   26 0 F  9
 CrI       3945.968  24 0    134          C245     10.
 CoVIII    3946.0    27 7 F  2
 HfII      3946.00   72 1    115          A289      7. n
 ArII      3946.10   18 1    105          A340      7.
 NiI       3946.18   28 0 P  1
 Y II      3946.21   39 1    24           A254      2.
 C II      3946.35    6 1    31,32        C 89      0.
 AlII      3946.406  13 1    63           B377      0.5d
 SmII      3946.511  62 1    17           A221    200.
 CoI       3946.633  27 0    60           A 56      2.
 CeII      3946.681  58 1    255          A144     20. :
 S II      3946.98   16 1    45           A157      1.
 FeI       3947.002  26 0    561          J371      4. n
 FeIII     3947.10   26 2    23,69        A103      4.
 CoI       3947.125  27 0    58           A 56      3.
 O I       3947.301   8 0    3            E316     10.
 FeI       3947.393  26 0    153          V 55      1. :
 O I       3947.489   8 0    3            E316      7.
 ArI       3947.504  18 0    2            B154     40. :
 FeI       3947.533  26 0    361,426      J371      5.
 O I       3947.594   8 0    3            E316      4.
 C II      3947.60    6 1    31           C 89      0.
 PrII      3947.633  59 1    11           A339    100.
 TiI       3947.770  22 0    14           A178     40.
 SmII      3947.838  62 1    33           A221    100.
 FeI       3948.00   26 0 P  652                       sol
 FeI       3948.105  26 0    562          J371      6. :n
 SmII      3948.113  62 1    9            A221    300.
 C II      3948.15    6 1    32           B 81      1.
 FeI       3948.28   26 0 P  561                       sol
 FeI       3948.48   26 0 P  560                       sol
 TiI       3948.670  22 0    13           A178     60.                 G0-M2Iab
 FeI       3948.779  26 0    604          B161     10.
 CaI       3948.901  20 0    6            A403      6.
 ArI       3948.979  18 0    2            B154    100. :
 LaII      3949.10   57 1    41           A258    600.
 FeI       3949.14   26 0    730          W171      1. :
 FeI       3949.23   26 0 P  153                       sol
 FeII      3949.27   26 1 F  8
 TmI       3949.275  69 0    2            A268    100.
 PrII      3949.438  59 1    16           A339    125.
 C II      3949.45    6 1    31           C 89      0.
 CrI       3949.64   24 0 *  136          B184      8.
 FeI       3949.954  26 0    72           I 14     10.                 G0-M2Iab
 ClII      3949.96   17 1    36           A195     10.
 Y II      3950.35   39 1    6            A254    200.
 S II      3950.42   16 1    45           A157     00.
 FeI       3950.78   26 0 P  153                       sol
 CrI       3951.097  24 0    136          C245     10.
 NdII      3951.154  60 1    19           A 10    150.
 FeI       3951.164  26 0    661          I 14      9.
 P III     3951.51   15 2    9            A133      5.
 Y II      3951.59   39 1    16           A254      5.                 A4-A7V;A0Ib-F8Ia
 CoI       3951.717  27 0    171          A 56      1. :n
 CrI       3951.765  24 0    136          C245      8.
 V II      3951.968  23 1    10           A266    500.                 A4-A7V;B6-B9III;A0Ib-F8Ia
 O I       3951.987   8 0    30           C127      3.
 GdII      3952.00   64 1    1            A225    600.
 C II      3952.08    6 1    32           A122      2.
 NdII      3952.195  60 1    23           A 10    100.
 CoI       3952.326  27 0    16           C245      8.
 NbII      3952.367  41 1    10           A283    100. n
 CrI       3952.399  24 0    136          C245     15.
 CeII      3952.573  58 1    113,177      B  9    125.
 FeI       3952.606  26 0    278          I 14      8.                 A0-A9III;F2-K0II;G0-K2Ib
 FeI       3952.704  26 0    362          V 55      1. :
 ArII      3952.74   18 1    89           A340      6.
 CoI       3952.917  27 0    28           C245     25.
 O I       3952.982   8 0    30           C127      1.
 O I       3953.056   8 0    30           C127      2.
 FeI       3953.156  26 0    430          J371      4.
 CrI       3953.163  24 0    136          C245     18.
 FeI       3953.50   26 0 P  770                       sol
 PrII      3953.516  59 1    9            A339    125.
 NdII      3953.525  60 1                 B245     60.
 CeII      3953.660  58 1    141          A144     12. :
 FeIII     3953.76   26 2 P  69                        mFeIII
 FeI       3953.863  26 0    362          V 55      1. :
 ClII      3954.21   17 1    82           A195     20.
 O II      3954.372   8 1    6            A 20      7.                 B2-B9Ib;B2-B9Iab
 FeIII     3954.38   26 2    120          A103     12.
 O I       3954.596   8 0    30           C127      5.
 O I       3954.687   8 0    30           C127     10.
 FeI       3954.715  26 0    606          U247      1. :
 FeI       3955.22   26 0 P  527                       sol
 FeI       3955.352  26 0    562          J371      3. :
 FeI       3955.77   26 0 P  219                       sol
 ZrII      3955.82   40 1 P  17
 N II      3955.851   7 1    6            A 20      6.                 B2-B9Ib
 FeI       3955.956  26 0    488          J371      2.
 CoI       3956.270  27 0    2            A 56      2. :
 CeII      3956.284  58 1    202          C245    150.
 TiI       3956.336  22 0    13           A178     60.
 FeI       3956.459  26 0    604          J371      9.
 FeI       3956.681  26 0    278          B161     12.
 O IV      3956.82    8 3 P  10
 CeII      3956.901  58 1    176          B  9      4. :
 FeI       3957.027  26 0    562          J371      4. n
 CaI       3957.053  20 0    6            A403     10.
 FeI       3957.62   26 0    564          W171      1. :
 P III     3957.64   15 2    9            A133      6.
 FeII      3957.66   26 1 P  13
 GdII      3957.672  64 1    19           A225   1000.
 CoI       3957.928  27 0    18           A 56     15.
 NdII      3958.001  60 1    25           A 10     40.
 CrI       3958.08   24 0    307          B184      5.
 TmII      3958.101  69 1    1            A269    200.
 TiI       3958.206  22 0    13           A178     80.
 ZrII      3958.24   40 1    16           A196     50.
 CeII      3958.266  58 1    160          B  9      6. :
 ArII      3958.39   18 1    65           A340      5.
 NiI       3958.60   28 0 P  150
 PdI       3958.66   46 0    8            B109    200.
 RhI       3958.865  45 0    7            A304     30.
 ScII      3959.01   21 1 P  49
 GdII      3959.436  64 1 ?  49           A225    300.
 FeI       3959.46   26 0 P  556                       sol
 GdII      3959.523  64 1 ?  44           A225    500.
 SmII      3959.527  62 1                 A221    200.
 FeI       3960.284  26 0    913          J371      1. :
 V II      3960.37   23 1    189          A266      1.
 CrI       3960.763  24 0    68           C245      5.
 FeII      3960.895  26 1    212          A 76      3.
 CeII      3960.914  58 1    84           A144    125.
 CoI       3960.997  27 0    128          A 56      6.
 FeI       3961.147  26 0    361          J371      2. :
 MoII      3961.503  42 1    4            A245     15.
 AlI       3961.523  13 0    1            A403     10. R               F0V-M2Iab
 S III     3961.55   16 2    8            A157      2.
 O III     3961.59    8 2    17           A119      8.                 O9-B2Ib;O9-B9Ia
 LaII      3962.03   57 1                 A258     10. l
 NiI       3962.12   28 0    199          B245      3. n
 CrI       3962.19   24 0    68           B184      3.
 FeI       3962.353  26 0    566          V 55      2. :
 FeI       3962.42   26 0 P  560                       sol
 PrII      3962.445  59 1    28           A339     40.
 FeI       3962.65   26 0 P  913                       sol
 TiI       3962.851  22 0    12           A178     35.
 SmII      3962.995  62 1                 A221    200.
 LaII      3963.04   57 1                 A258      5. l
 FeI       3963.108  26 0    562          J371      6. n
 NdII      3963.114  60 1    39           A 10     60.
 O II      3963.13    8 1    43           B118      0.
 S II      3963.13   16 1    45           A157      2.
 TiI       3963.354  22 0    81           E245      0. :
 FeI       3963.43   26 0 P  654                       sol
 V I       3963.626  23 0                 C245      4.
 OsI       3963.628  76 0    3            A245    500.
 CrI       3963.690  24 0    38           C245    100.
 FeII      3964.09   26 1 P  29
 FeIII     3964.11   26 2                 B102      5.
 PrII      3964.261  59 1    33           A339     40.
 TiI       3964.269  22 0    12           A178     35.
 CrII      3964.35   24 1 P  10
 FeI       3964.522  26 0    361          J371      3.
 FeII      3964.57   26 1 P  29
 CrII      3964.64   24 1 P  10
 HeI       3964.727   2 0    5            B299      4. :               O9-B2V;O9Ib-B2Ia
 PrII      3964.825  59 1    8            A339    250.
 EuII      3964.90   63 1    10           A223     60.
 HfII      3964.96   72 1    54           A289     15.
 CoI       3965.011  27 0    31           E 71      1.
 CoI       3965.236  27 0    30           A 56      2.
 PrII      3965.263  59 1    8            A339    150.
 FeI       3965.446  26 0    658          V 55      1. :
 FeI       3965.511  26 0    565          J371      1. :
 FeI       3965.83   26 0 P  122                       sol
 SmII      3966.045  62 1    24           A221    150.
 FeI       3966.066  26 0    45           B161     10.
 PtI       3966.37   78 0    4            A109      6.
 FeII      3966.43   26 1 P  3
 FeI       3966.532  26 0    562,652,766  V 55      1. :n
 PrII      3966.573  59 1    8            A339     80.
 FeI       3966.630  26 0    282,562      J371     10. n
 ZrI       3966.65   40 0    8            A197     50.
 K II      3966.72   19 1    5            A 46     15.
 FeI       3966.824  26 0    659          J371      1. :
 CeII      3967.048  58 1    84           A144    100.
 FeI       3967.423  26 0    604          B161      8.
 O II      3967.441   8 1    22           A 20      1.
 NeIII     3967.51   10 2 NF  1
 Y II      3967.69   39 1    82           C245     15. nl
 FeI       3967.964  26 0    561          J371      4. n
 V II      3968.11   23 1    9            A266    150.
 TiII      3968.23   22 1 F  11
 ZrI       3968.25   40 0    7            A197     80.
 GdII      3968.261  64 1    3            A225     60.
 FeII      3968.27   26 1 F  8
 ArII      3968.36   18 1    2            A340      4.
 FeI       3968.38   26 0 P  219
 HeII      3968.43    2 1 A  3            A
 CaII      3968.470  20 1    1            A168    350. R               O9V-B9Iab;A0V-M2Ia
 C II      3968.63    6 1    37           C 89     00.
 FeII      3968.66   26 1 F  24
 FeIII     3968.78   26 2    120          A103      8.
 D (Deps)  3968.995   1 0 A  1            A
 CrI       3969.061  24 0    38           C245     18.
 CoI       3969.116  27 0    128          A 56      8.
 FeI       3969.261  26 0    43           B161     30.
 GdII      3969.293  64 1    20           A225    300.
 C II      3969.38    6 1    37           C 89      0.
 FeII      3969.38   26 1 P  3
 FeII      3969.40   26 1 P  3
 FeIII     3969.43   26 2 P  120                       mFeI
 FeI       3969.628  26 0    657          J371      1. :
 CrI       3969.748  24 0    38           C245     70.
 CrI       3970.07   24 0    213          B184      7.
 H (Heps)  3970.074   1 0 A  1            A                            O9V-K2Ia
 FeV       3970.1    26 4 F  1
 TaI       3970.10   73 0    1            A200     15.
 V II      3970.15   23 1    203          A266      5.
 C II      3970.20    6 1    38           C 89      0.
 FeI       3970.391  26 0    488          J371      4.
 NiI       3970.503  28 0    151          B245     10. n
 SmII      3970.528  62 1    1            A221    200.
 S II      3970.69   16 1    45,54        A157      1.
 FeI       3970.99   26 0 P  1074                      sol
 GdII      3971.062  64 1    50           A225    100.
 PrII      3971.164  59 1    27           A339     40.
 CrI       3971.255  24 0    67           C245     20.
 FeI       3971.325  26 0    277          I 14      9.
 SmII      3971.397  62 1    43           A221    150.
 CeII      3971.684  58 1    133          A144    100.
 GdII      3971.754  64 1    49           A225    300.
 FeI       3971.82   26 0    281          W171      1. :
 EuII      3971.98   63 1    5            A223   4000. r
 TiI       3972.130  22 0    81           E245      0. :
 PrII      3972.164  59 1    13           A339    100.
 NiI       3972.171  28 0    29           B245     10.
 C II      3972.44    6 1    37           C 89      0.
 CoI       3972.506  27 0    171          A 56      6.
 CoI       3972.53   27 0 P  173                       mCoI
 CaI       3972.570  20 0    41           A403      1. :
 K II      3972.58   19 1    4            A 46     15.
 CrI       3972.688  24 0    67           C245      7.
 FeI       3972.920  26 0    803          V 55      1. :
 CoI       3973.144  27 0    58           A 56     10.
 O II      3973.263   8 1    6            A 20     10.
 NdII      3973.269  60 1    19           A 10     80.
 NiI       3973.562  28 0    31           B245     25.                 G5-K5III
 V II      3973.642  23 1    9            A266    300.
 NdII      3973.650  60 1    37           A 10     60.
 FeI       3973.655  26 0    769          J371      3.
 CaI       3973.707  20 0    6            A403     12.
 C II      3973.84    6 1    37           B 81      1. d
 GdII      3973.981  64 1    50           A225    500.
 FeII      3974.160  26 1    29           A 76      3.
 FeI       3974.397  26 0    564          J371      1. :
 ArII      3974.48   18 1    9            A340      6.
 FeI       3974.65   26 0 P  526                       sol
 NiI       3974.650  28 0    198          B245     10. n
 O IV      3974.66    8 3 P  10
 CoI       3974.726  27 0    18           A 56     10.
 ArII      3974.76   18 1    8            A340      6.
 FeI       3974.766  26 0    72           V 55      1. :
 FeII      3975.029  26 1    191          A 76      2.
 FeI       3975.21   26 0    153          W171      1. :
 TiI       3975.69   22 0 P  186
 FeI       3975.85   26 0    977          W171      1. :
 CrI       3976.01   24 0    38           B184      5.
 FeIII     3976.2    26 2 F  4
 SmII      3976.270  62 1    9            A221     80.
 CrI       3976.30   24 0    280          B184      5.
 FeI       3976.392  26 0    487          V 55      1. :
 SmII      3976.430  62 1    33           A221    200.
 FeI       3976.564  26 0    655          V 55      1. :
 FeI       3976.615  26 0    729          J371      4.
 CrI       3976.665  24 0    38           C245    100.
 NdII      3976.836  60 1    21           A 10     60.
 FeI       3976.865  26 0    431,662      J371      1. :
 FeIII     3976.88   26 2    69           A103      4.
 FeII      3976.97   26 1 F  8
 O IV      3977.10    8 3    10           B126      1. :
 CoI       3977.184  27 0    113          A 56      3.
 OsI       3977.231  76 0    4            A245    300.
 C II      3977.30    6 1    38           C 89      0.
 ZrI       3977.32   40 0    46           A197      3.
 V II      3977.732  23 1    10           A266     60.
 FeI       3977.743  26 0    72           I 14     12.                 F2-K3II
 P III     3978.28   15 2    8            A133      8. w
 FeIII     3978.43   26 2    120          A103      4.
 FeI       3978.466  26 0    361          V 55      1. :
 CeII      3978.650  58 1    175          C245    125.
 CoI       3978.650  27 0    17           A 56     10.
 CrI       3978.677  24 0    67           C245     18.
 CoI       3978.864  27 0    173          C245      4.
 C II      3978.87    6 1    37           C 89     00.
 LaII      3979.08   57 1    140          A258      8. l
 FeI       3979.12   26 0 P  426                       sol
 SmII      3979.200  62 1    51           A221     80.
 CrI       3979.22   24 0    307          B184      6.
 CrI       3979.324  24 0    280          C245      7.
 ArII      3979.36   18 1    90           A340      7.
 HfII      3979.40   72 1    97           A289     40.
 FeIII     3979.42   26 2    120          A103      5.
 NdII      3979.479  60 1    57           A 10     60.
 CrII      3979.51   24 1    183          A184     20.
 CoI       3979.518  27 0    3            A 56     10.
 FeI       3979.65   26 0    561          W171      1. :
 FeII      3979.78   26 1 F  9
 CrI       3979.798  24 0    67           C245     10.
 S II      3979.86   16 1    59           A157      3.
 FeII      3979.93   26 1 F  8
 FeIII     3980.14   26 2    120          A103      3.
 C II      3980.35    6 1    37           A122      3.
 AlIII     3980.56   13 2    12           A312      2. n
 FeI       3980.65   26 0    153          W171      1. :
 TiI       3980.821  22 0    186          B 65      0. :
 CeII      3980.895  58 1    194          B  9    100.
 FeI       3981.106  26 0    122          V 55      1. :
 CrI       3981.233  24 0    67           C245     15.
 LaII      3981.36   57 1    139          A258     10. l
 TiI       3981.466  22 0    188          B 65      0. :
 FeII      3981.61   26 1 P  3
 FeI       3981.62   26 0 P  428                       sol?
 TiI       3981.761  22 0    12           A178     70. r
 FeI       3981.775  26 0    278          J371      7.
 ClII      3981.94   17 1                 A195     15.
 TiII      3981.998  22 1    11           B 65         tr
 ZrII      3982.01   40 1    142          A196      3.
 PrII      3982.063  59 1    28           A339    150.
 NdII      3982.355  60 1    67           A 10     20.
 TiI       3982.478  22 0    11           B 65     30.                 K0-M2III;K0Ib-M2Iab
 MnI       3982.583  25 0    33           B245      2. :
 Y II      3982.59   39 1    6            A254    150.                 A4-A7V;A0Ib-F8Ia
 O II      3982.719   8 1    6            A 20      5.                 O9-B9III;O9Ib-B9Ia
 CeII      3982.901  58 1    172          B  9     60.
 GdII      3983.008  64 1    49           A225     80.
 TiII      3983.08   22 1 F  11
 SmII      3983.138  62 1    38           A221    300.
 CrI       3983.237  24 0    213          C245      7.
 FeI       3983.35   26 0    485          U247      1. :
 AlII      3983.7    13 1    32,48        B377      0.5
 S III     3983.77   16 2    8            A157      3.
 FeI       3983.83   26 0 P  426                       sol
 CrI       3983.907  24 0    38           C245    100.
 FeI       3983.960  26 0    277          I 14     10.
 HfII      3984.03   72 1    19           A289      8.
 NiI       3984.140  28 0    171          B245      8. n
 MnI       3984.177  25 0    33           B245      1. :
 TiI       3984.313  22 0    188          B 65      3.
 V I       3984.335  23 0    89           C245      6.
 CrI       3984.338  24 0 *  38           C245     25.
 FeI       3984.46   26 0 P  219                       sol
 V I       3984.600  23 0    89           C245      6.
 CeII      3984.675  58 1    252          A144    100.
 ZrII      3984.76   40 1    7            A196      4.
 RuI       3984.858  44 0    9            A245     10. :
 FeI       3984.93   26 0 P  561                       sol
 MnI       3985.241  25 0    33           B245      3.
 TiI       3985.246  22 0                 B 65      3.
 FeI       3985.32   26 0 P  219                       sol
 FeI       3985.393  26 0    661          J371      3.
 O II      3985.46    8 1    22           C301      0.
 TiI       3985.580  22 0    188          B 65      1. :
 CrII      3985.74   24 1 P  10
 V II      3985.783  23 1    202          A266     30.
 CrII      3985.96   24 1 P  10
 S III     3985.97   16 2    8            A157      2.
 CrII      3986.03   24 1 P  10
 FeXI      3986.1    2610 F  2                                289.   ?
 FeI       3986.176  26 0    655          J371      5.
 FeI       3986.18   26 0 P  560                       mFeI
 MoII      3986.201  42 1    4            A245      6.
 FeI       3986.30   26 0 P  560                       sol
 FeII      3986.38   26 1 F  8
 MnI       3986.395  25 0    33           C246      2. :
 SmII      3986.682  62 1    17           A221    250.
 MgI       3986.753  12 0    17           A295      1. :               F5V-K3II;G0-K0Ib
 MnI       3986.826  25 0    33           B245      3.
 NiI       3987.090  28 0    137          D143      2. :
 MnI       3987.098  25 0    33           B245      1. :
 CoI       3987.117  27 0    16           A 56      6.
 GdII      3987.214  64 1    19           A225    600.
 SmII      3987.428  62 1    28           A221    200.
 MnI       3987.464  25 0    33           B245      2. :
 TiII      3987.63   22 1 P  11
 YbI       3987.98   70 0    2            A291   2000.          6.23
 ArII      3988.18   18 1    65           A340      4.
 LaII      3988.51   57 1    40           A258    500.
 ZrI       3988.68   40 0    46           A197     10.
 V I       3988.833  23 0    89           C245      5.
 ScII      3989.06   21 1    8            B253      2.
 FeI       3989.24   26 0 P  561                       sol
 ZrI       3989.29   40 0    6            A197      7.
 CeII      3989.444  58 1    240          B  9     30.
 TiI       3989.581  22 0    81           B 65      0. :
 FeI       3989.60   26 0 P  605                       sol
 PrII      3989.718  59 1    12           A339    100.
 TiI       3989.758  22 0    12           A178     80. r               F0-M2V;G5-M2III;K0Ib-M2Ia
 V II      3989.803  23 1    32           A266     15.
 FeI       3989.859  26 0    768          J371      2. :d
 MnI       3989.958  25 0    33           C246      1. :
