MnI       4057.950  (  29)[B4] {K0-K3II}
CoI       4058.183  (  16)[A8] {K0-K3II}
CoI       4058.600  (  58)[A6] {K0-K3II}
MnI       4058.930  (   5)[B10] {K0-K3II}
CoI       4059.321  (   2)[G(1)] {K0-K3II}
FeI       4063.597  (  43)[H45] {A0V-M2Ia}
C III     4067.87   (  16)[A9] {O9-B2V;O9-B1III}
C III     4068.97   (  16)[B9] {O9-B2V}
O II      4069.636  (  10)[A4] {O9V-B9Ia}
O II      4069.897  (  10)[A6] {O9V-B9Ia}
C III     4070.30   (  16)[B10] {O9-B2V}
FeI       4071.740  (  43)[H40] {A0V-M2Ia}
O II      4072.164  (  10)[A8] {O9V-B9Ia}
FeI       4074.794  ( 524)[J5] {G5-K2V;G5-K5III;K0-K3II}
O II      4075.868  (  10)[A10] {O9V-B9Ia}
SrII      4077.714  (   1)[A400r] {A0V-M2Ia}
TiI       4078.471  (  80)[A30] {G5-K5III}
O II      4078.862  (  10)[A4] {O9-B5V;O9Ib-B9Ia}
N II      4082.280  (  38)[A2n] {B2V-B9Ia}
ScI       4082.396  (   6)[A40] {G0-M2Iab}
TiI       4082.456  (  80)[A20] {G0-M2Iab}
MnI       4082.944  (   5)[B12] {K0-K5V;F2-K3II;G0Ib-M2Ia}
MnI       4083.628  (   5)[B12] {F2-K5V;F2-K3II;G0Ib-M2Ia}
FeI       4084.498  ( 698)[J8] {F0II-G8Ib}
O II      4085.124  (  10)[A3] {O9-B9Iab}
SiIV      4088.863  (   1)[A10] {O9V-B2Ib;O9-B3Ia}
O II      4089.295  (  48)[A4n] {O9-B9Iab}
V I       4099.796  (  27)[C60] {G0V-M2III;G0-M2Iab}
FeI       4100.745  (  18)[J3] {G0V-K5III;G0-M2Iab}
H         4101.737  (   1)[A Hdelta] {O9V-M2Ia}
SiI       4102.926  (   2)[A25] {G5V-K3II}
FeI       4104.132  ( 356,558)[K3] {G5-K5V;G0-K1IV}
V I       4105.167  (  27)[C60] {K5-M2V}
FeI       4107.492  ( 354)[B12] {G5V-K1IV;G0II-K0Ib}
V I       4109.786  (  27)[C50] {G0V-M2III;K0II-M2Ia}
FeI       4109.808  ( 357)[J9] {B3-B9II}
CrII      4111.01   (  18,26)[A18] {A4-A7V;F0II-G0Ia}
V I       4111.785  (  27)[C100R] {G0V-K1IV;K0Ib-M2Ia}
CrII      4112.59   (  18)[A5] {A4-A7V;F0II-G0Ia}
V I       4113.518  (  52)[C12] {K0Iab-M2Ia}
V I       4115.185  (  27)[C60] {K0Iab-M2Ia}
SiIV      4116.104  (   1)[A8] {O9V-B2Ib;O9-B3Ia}
V I       4116.470  (  27)[C50] {K0-M2III;K0Iab-M2Ia}
FeI       4118.549  ( 801)[B15] {F0-F5V;F2-K0II;G0-K0Ib}
CoI       4118.774  (  28)[A50] {F5V-K5Iab}
O II      4119.221  (  20)[A8] {B2-B7IV;O9-B1III}
HeI       4120.812  (  16)[B(3)] {O9V-B9Ia}
HeI       4120.993  (  16)[D(1)] {O9V-B9Ia}
