Fe2      2935.900
Fe1      2936.200
Fe1      2936.800
Fe1      2937.650
Fe1      2939.230
Fe2      2939.600
Fe1      2940.500
Fe1      2941.290
Fe1      2943.590
Fe2      2944.540
Fe1      2944.980
Fe2      2945.370
Fe1      2945.650
Fe2      2945.790
Fe1      2946.080
Fe1      2947.040
Fe2      2947.700
Fe1      2947.700
Fe1      2948.440
Fe1      2948.660
Fe1      2948.950
Fe2      2949.180
Fe1      2950.220
Fe2      2951.090
Fe1      2951.530
Fe1      2953.480
Fe2      2953.840
Fe1      2953.840
Fe1      2954.580
Fe1      2956.640
Fe1      2956.820
Fe1      2957.380
Fe1      2958.070
Fe1      2958.450
Fe1      2959.320
Fe2      2959.620
Fe1      2959.620
Fe2      2959.950
Fe1      2959.950
Fe1      2960.280
Fe1      2960.520
Fe1      2960.650
Fe2      2961.270
Fe1      2961.710
Fe1      2962.120
Fe1      2962.590
Fe2      2962.930
Fe1      2963.520
Fe1      2963.680
Fe2      2964.130
Fe2      2964.604
Fe2      2965.020
Fe1      2965.260
Fe2      2965.410
Fe1      2965.810
Fe1      2966.260
Fe1      2966.930
Fe2      2968.090
Fe1      2968.516
Fe2      2968.740
Fe1      2969.350
Fe1      2969.460
Fe2      2969.960
Fe1      2970.120
Fe1      2970.120
Fe2      2970.519
Fe2      2970.680
Fe2      2971.622
Fe1      2971.770
Fe1      2972.030
Fe2      2972.030
Fe1      2972.274
Fe1      2973.201
Fe1      2973.201
Fe1      2974.791
Fe1      2975.278
Fe1      2975.823
Fe2      2975.924
Fe1      2976.156
Fe1      2976.540
Fe1      2976.913
Fe1      2977.840
Fe1      2978.055
Fe2      2978.848
Fe2      2979.120
Fe2      2979.120
Fe2      2979.370
Fe1      2979.880
Fe1      2980.558
Fe2      2980.979
Fe1      2981.458
Fe1      2981.866
Fe2      2982.067
Fe1      2982.243
Fe2      2982.243
Fe1      2983.576
Fe2      2984.840
Fe1      2984.840
Fe2      2985.560
Fe1      2985.730
Fe1      2986.298
Fe1      2986.478
Fe2      2986.641
Fe1      2986.641
Fe1      2987.291
Fe1      2988.481
Fe1      2988.926
Fe1      2990.390
Fe2      2991.242
Fe1      2991.635
Fe2      2993.398
Fe1      2994.436
Fe1      2994.436
Fe1      2995.260
Fe1      2995.839
Fe1      2996.396
Fe2      2997.320
Fe2      2997.720
Fe2      2998.795
Fe1      2999.205
Fe1      2999.521
Fe2      3000.065
Fe1      3000.462
Fe2      3000.750
Fe1      3000.946
Fe2      3001.432
Fe1      3001.658
Fe2      3002.341
Fe2      3002.660
Fe1      3003.045
Fe1      3004.120
Fe2      3004.271
Fe1P     3004.480
Fe1      3004.630
Fe1      3005.308
Fe1      3005.968
Fe1      3006.318
Fe1      3007.152
Fe1      3007.291
Fe1P     3007.770
Fe1      3008.152
Fe1      3009.102
Fe1      3009.582
Fe1      3010.029
Fe2      3010.180
Fe1      3010.180
Fe1      3010.628
Fe1      3011.478
Fe1      3011.880
Fe1      3012.450
Fe2P     3012.600
Fe1      3012.937
Fe2      3013.831
Fe1      3013.970
Fe1      3014.105
Fe1      3014.164
Fe1      3015.929
Fe1      3016.196
Fe1      3017.631
Fe1      3018.141
Fe1P     3018.254
Fe1      3018.992
Fe1      3019.313
Fe1      3020.490
Fe1      3020.656
Fe1      3021.077
Fe2      3023.851
Fe1      3024.060
Fe1      3025.286
Fe1      3025.644
Fe1      3025.866
Fe1      3026.495
Fe1      3026.942
Fe2P     3027.350
Fe1      3029.227
Fe1      3030.147
Fe1      3030.607
Fe1      3030.760
Fe1      3031.211
Fe1      3031.668
Fe1      3033.105
Fe2      3033.434
Fe1      3034.500
Fe1      3035.118
Fe1P     3035.232
Fe1      3035.747
Fe2      3036.940
Fe1      3037.396
Fe1      3037.788
Fe1      3038.312
Fe2      3038.747
Fe1      3039.325
Fe1      3040.430
Fe1      3041.625
Fe1      3041.754
Fe1      3042.026
Fe1      3042.664
Fe2      3044.837
Fe1      3045.070
Fe2      3045.340
Fe1      3045.582
Fe1      3046.046
Fe1      3046.805
Fe1      3046.935
Fe1      3047.048
Fe1      3047.200
Fe1      3047.614
Fe1      3048.454
Fe2      3049.015
Fe2P     3049.156
Fe1      3049.349
Fe1      3049.546
Fe1      3051.794
Fe1P     3052.788
Fe1      3053.068
Fe1      3053.420
Fe1      3053.420
Fe1      3054.940
Fe1      3055.296
Fe2      3055.296
Fe1      3055.720
Fe1      3056.233
Fe1      3057.436
Fe1P     3057.788
Fe1      3058.488
Fe1      3059.094
Fe2      3060.039
Fe1      3060.548
Fe1      3060.989
Fe2      3062.290
Fe1      3062.873
Fe1      3063.175
Fe1      3063.936
Fe2      3065.316
Fe1      3066.501
Fe1P     3066.694
Fe1      3066.994
Fe1      3067.123
Fe1      3067.262
Fe1      3067.939
Fe1      3068.176
Fe2      3068.725
Fe1      3068.944
Fe1      3069.455
Fe2      3070.695
Fe2      3071.145
Fe2      3071.677
Fe1      3073.235
Fe1      3073.997
Fe1      3074.155
Fe1      3074.435
Fe2      3075.239
Fe1      3075.733
Fe2      3076.435
Fe2      3077.188
Fe1      3078.044
Fe1      3078.445
Fe2      3078.662
Fe2      3079.375
Fe1P     3079.825
Fe1      3079.979
Fe1      3080.116
Fe2      3080.422
Fe1      3081.247
Fe1      3081.840
Fe2      3083.042
Fe1      3083.168
Fe1      3083.749
Fe1      3087.453
Fe2      3089.403
Fe1      3090.222
Fe1      3091.583
Fe1      3092.712
Fe1      3093.346
Fe1      3093.823
Fe1      3093.883
Fe1P     3094.068
Fe1      3094.897
Fe1      3095.254
Fe1      3096.039
Fe2      3096.324
Fe2      3097.433
Fe1      3097.490
Fe1      3098.193
Fe1      3098.968
Fe1      3099.896
Fe1      3099.987
Fe1      3100.325
Fe1      3100.682
Fe1      3100.839
Fe1      3101.012
Fe1      3102.643
Fe1      3102.882
Fe2      3105.174
Fe2      3105.174
Fe2      3105.563
Fe2      3106.559
Fe1      3107.322
Fe1      3107.983
Fe1      3109.073
Fe1      3109.622
Fe1      3110.245
Fe1      3110.849
Fe1      3111.685
Fe1      3111.814
Fe1      3112.077
Fe1P     3113.666
Fe2      3114.316
Fe2      3114.673
Fe1      3115.043
Fe2      3115.353
Fe2      3115.468
Fe1      3115.668
Fe1      3115.883
Fe1      3116.263
Fe1      3116.393
Fe1      3116.503
Fe1      3116.633
Fe2      3116.633
Fe1      3117.662
Fe1      3119.035
Fe1      3119.504
Fe2      3120.012
Fe1      3120.237
Fe1      3120.430
Fe1      3120.877
Fe1      3121.783
Fe1      3122.317
Fe1      3122.664
Fe1      3123.349
Fe1      3123.561
Fe1      3124.097
Fe1      3125.667
Fe1      3125.667
Fe1P     3125.667
Fe1      3126.207
Fe1      3126.847
Fe1      3128.897
Fe2      3129.007
Fe1      3129.107
Fe1      3129.177
Fe1      3129.320
Fe2      3130.567
Fe2      3131.708
Fe1      3132.521
Fe1      3132.635
Fe2      3133.066
Fe1P     3133.966
Fe1      3134.116
Fe1      3134.396
Fe2      3135.356
Fe1      3135.453
Fe1      3135.589
Fe1      3135.870
Fe1P     3136.085
Fe1      3136.195
Fe1      3138.406
Fe1      3138.518
Fe1P     3139.106
Fe1      3139.486
Fe1      3139.666
Fe1      3139.937
Fe1      3140.388
Fe2      3142.224
Fe1      3142.470
Fe1      3142.897
Fe1      3143.242
Fe1      3143.996
Fe1      3144.501
Fe2      3144.737
Fe1      3144.925
Fe1      3145.091
Fe1      3146.301
Fe1      3146.466
Fe2      3146.756
Fe1      3147.267
Fe1      3147.599
Fe1      3147.784
Fe1      3148.440
Fe1      3148.642
Fe1      3149.497
Fe1P     3150.229
Fe1      3150.307
Fe1      3151.352
Fe1      3151.863
Fe1      3153.058
Fe1      3153.058
Fe1      3153.191
Fe1      3153.319
Fe1      3153.751
Fe1      3154.120
Fe2      3154.200
Fe1      3154.420
Fe1      3154.493
Fe1      3155.130
